,delta_ln_prob,name,answers,l0,l1,l2_activation,mse,layer,delta_CE,correct,classification
0,-0.033519744873046875,blocks.0.hook_resid_pre,[' signs'],70.9885025024414,0.00040468748193234205,4.701294422149658,0.00011219528823858127,0,0.05979442596435547,False,3
1,0.7257919311523438,blocks.0.hook_resid_pre,[' sh'],84.03076934814453,0.00043480476597324014,4.790075778961182,0.0001386861695209518,0,0.0324554443359375,False,3
2,0.04318428039550781,blocks.0.hook_resid_pre,[' insurance'],57.39423370361328,0.0003992657002527267,4.741162300109863,0.0001338455331278965,0,0.26810264587402344,True,0
3,-0.00110626220703125,blocks.0.hook_resid_pre,[' hel'],84.92646789550781,0.0004378335434012115,4.797072410583496,8.570497448090464e-05,0,-0.0029587745666503906,False,3
4,-0.027875900268554688,blocks.0.hook_resid_pre,[' chains'],68.66667175292969,0.0003983092319685966,4.716415882110596,0.00010666653543012217,0,0.23537445068359375,True,0
5,-0.39461278915405273,blocks.0.hook_resid_pre,[' hast'],78.27184295654297,0.00038907682755962014,4.678819179534912,0.00010138657671632245,0,0.005269527435302734,False,3
6,0.20286273956298828,blocks.0.hook_resid_pre,[' queen'],103.9142837524414,0.0004477697948459536,4.797714710235596,0.00013452213897835463,0,0.08907556533813477,True,0
7,-1.281270980834961,blocks.0.hook_resid_pre,[' aid'],52.123287200927734,0.0004174393252469599,4.754044532775879,0.00017145635501947254,0,0.09536480903625488,False,3
8,0.16435623168945312,blocks.0.hook_resid_pre,[' g'],68.1159439086914,0.0004398015153128654,4.7991557121276855,0.0001712099474389106,0,0.22722554206848145,False,1
9,-0.043720245361328125,blocks.0.hook_resid_pre,[' coffee'],132.8000030517578,0.0004549979348666966,4.791642665863037,0.00021380891848821193,0,0.11449384689331055,False,3
10,0.16678619384765625,blocks.0.hook_resid_pre,[' fights'],69.06977081298828,0.0004024667723570019,4.749820232391357,0.00016582223179284483,0,0.1255507469177246,False,1
11,0.036698341369628906,blocks.0.hook_resid_pre,[' story'],117.02777862548828,0.0004351082898210734,4.732960224151611,0.00019236102525610477,0,0.04652905464172363,False,3
12,0.013154029846191406,blocks.0.hook_resid_pre,[' border'],81.0625,0.0004504856769926846,4.885362148284912,0.00010899656626861542,0,-0.0010542869567871094,True,0
13,-0.6382064819335938,blocks.0.hook_resid_pre,[' introdu'],58.3815803527832,0.00043016657582484186,4.817405700683594,0.0001614897628314793,0,0.20370197296142578,False,3
14,0.39275264739990234,blocks.0.hook_resid_pre,[' babies'],78.94117736816406,0.00040966857341118157,4.739249229431152,0.0001551313471281901,0,0.20336675643920898,False,3
15,-0.3444814682006836,blocks.0.hook_resid_pre,[' together'],95.25531768798828,0.0003940672904718667,4.681601047515869,0.0001398184394929558,0,0.3016030788421631,False,3
16,0.028127670288085938,blocks.0.hook_resid_pre,[' robot'],91.3362045288086,0.00040639773942530155,4.666733264923096,0.0001224750158144161,0,0.043810367584228516,True,0
17,-0.12975215911865234,blocks.0.hook_resid_pre,[' che'],73.0434799194336,0.00043292168993502855,4.807519912719727,0.0002179842267651111,0,0.2905550003051758,True,0
18,0.020275115966796875,blocks.0.hook_resid_pre,[' book'],64.15190124511719,0.0004016835009679198,4.742869853973389,0.00011351670400472358,0,0.015246868133544922,False,3
19,-0.4485607147216797,blocks.0.hook_resid_pre,[' '],77.3176498413086,0.00040880320011638105,4.75602388381958,0.00022656473447568715,0,0.37876367568969727,False,3
20,-0.02190399169921875,blocks.0.hook_resid_pre,[' track'],96.42391204833984,0.00040320964762941003,4.694749355316162,0.00015187819371931255,0,0.12946438789367676,True,0
21,0.04446220397949219,blocks.0.hook_resid_pre,[' s'],135.90000915527344,0.00041286757914349437,4.695509433746338,0.00022739045380149037,0,0.47533702850341797,False,3
22,0.3089737892150879,blocks.0.hook_resid_pre,[' emergencies'],80.8795166015625,0.0004178473900537938,4.776617050170898,0.00014093035133555532,0,0.1934814453125,False,3
23,-0.13789844512939453,blocks.0.hook_resid_pre,[' l'],66.24285888671875,0.0004140768724028021,4.769002437591553,0.00012983429769519717,0,0.12679052352905273,False,3
24,-0.37285614013671875,blocks.0.hook_resid_pre,[' bob'],106.54545593261719,0.0004435166483744979,4.813530445098877,0.0001475813187425956,0,0.0031485557556152344,False,3
25,-0.07578659057617188,blocks.0.hook_resid_pre,[' her'],178.94737243652344,0.000425298057962209,4.717565059661865,0.00019929888367187232,0,0.05861473083496094,False,3
26,-0.21324539184570312,blocks.0.hook_resid_pre,[' j'],62.02438735961914,0.00041882036020979285,4.778085231781006,0.00014587554323952645,0,0.2897353172302246,True,0
27,0.12258338928222656,blocks.0.hook_resid_pre,[' piano'],68.0,0.00044620540575124323,4.838026523590088,0.00018019406707026064,0,0.2345726490020752,False,3
28,-0.3180732727050781,blocks.0.hook_resid_pre,[' stove'],71.90140533447266,0.00041467894334346056,4.7544965744018555,0.00014267511141952127,0,0.11777400970458984,False,3
29,0.12976837158203125,blocks.0.hook_resid_pre,[' d'],96.14666748046875,0.00042395369382575154,4.765263557434082,0.00011086800077464432,0,0.034060001373291016,True,0
30,0.3493633270263672,blocks.0.hook_resid_pre,[' s'],52.109588623046875,0.00040961269405670464,4.757651329040527,9.120538015849888e-05,0,0.030113935470581055,False,3
31,0.22883033752441406,blocks.0.hook_resid_pre,[' k'],78.41333770751953,0.000419609626987949,4.760992050170898,0.0001956488995347172,0,0.48370885848999023,False,3
32,-0.47768115997314453,blocks.0.hook_resid_pre,[' showers'],127.24000549316406,0.00042445026338100433,4.777631759643555,0.00012901826994493604,0,0.027372360229492188,False,3
33,-0.1110992431640625,blocks.0.hook_resid_pre,[' j'],125.02105712890625,0.0004065836255904287,4.714060306549072,0.00016292804502882063,0,0.16143369674682617,False,3
34,-0.15895557403564453,blocks.0.hook_resid_pre,[' speakers'],84.6875,0.0004180896212346852,4.767994403839111,0.00018405457376502454,0,0.21588993072509766,False,3
35,-0.0035915374755859375,blocks.0.hook_resid_pre,[' portal'],97.53086853027344,0.0004321968590375036,4.7762837409973145,0.00015314776101149619,0,0.1519784927368164,True,0
36,1.2968993186950684,blocks.0.hook_resid_pre,[' sy'],86.47297668457031,0.00043549196561798453,4.827838897705078,0.00026409796555526555,0,0.5057029724121094,False,3
37,-0.009874343872070312,blocks.0.hook_resid_pre,[' stopped'],102.20587921142578,0.0004587028524838388,4.79974365234375,0.00024299290089402348,0,0.23066949844360352,False,3
38,-0.19775676727294922,blocks.0.hook_resid_pre,[' l'],83.55844116210938,0.0004086519475094974,4.718494415283203,0.00012138838792452589,0,0.04673266410827637,False,3
39,0.06734466552734375,blocks.0.hook_resid_pre,[' list'],41.21538543701172,0.0004466628597583622,4.849333763122559,0.00021640333579853177,0,0.36575841903686523,True,0
40,-0.10668087005615234,blocks.0.hook_resid_pre,[' j'],83.43820190429688,0.00041808406240306795,4.718289375305176,0.00017872884927783161,0,0.07905244827270508,False,1
41,0.06609249114990234,blocks.0.hook_resid_pre,[' are'],55.73684310913086,0.0003952857805415988,4.704954624176025,0.00014418787031900138,0,0.25858211517333984,False,3
42,0.142730712890625,blocks.0.hook_resid_pre,[' eat'],61.15151596069336,0.00041860470082610846,4.734534740447998,8.679972233949229e-05,0,0.003019094467163086,True,0
43,-0.23529338836669922,blocks.0.hook_resid_pre,[' z'],59.5,0.0004238646070007235,4.788020133972168,0.0001855251466622576,0,0.4169168472290039,False,3
44,0.011926651000976562,blocks.0.hook_resid_pre,[' squ'],93.69620513916016,0.00042031746124848723,4.76462984085083,0.00012024029274471104,0,0.20660829544067383,False,3
45,-0.12078666687011719,blocks.0.hook_resid_pre,[' company'],62.32258224487305,0.0003946874930988997,4.696232318878174,0.00012720008089672774,0,0.25752782821655273,False,3
46,-0.058933258056640625,blocks.0.hook_resid_pre,[' hunter'],50.79710388183594,0.00042893600766547024,4.799326419830322,0.0001265612372662872,0,0.1367473602294922,False,3
47,0.14072513580322266,blocks.0.hook_resid_pre,[' invited'],43.24242401123047,0.0004257979744579643,4.816305637359619,9.855761891230941e-05,0,0.06113624572753906,False,3
48,-0.4181203842163086,blocks.0.hook_resid_pre,[' mum'],63.707313537597656,0.0004206867888569832,4.747160911560059,0.00015579974569845945,0,0.026231765747070312,False,3
49,0.17439651489257812,blocks.0.hook_resid_pre,[' platform'],135.12643432617188,0.0004339132865425199,4.744194030761719,0.00016201041580643505,0,0.03383588790893555,True,0
50,-0.2813711166381836,blocks.0.hook_resid_pre,[' ball'],90.11428833007812,0.00043010656372644007,4.782630443572998,0.00017011254385579377,0,0.09296846389770508,False,3
51,-0.18881607055664062,blocks.0.hook_resid_pre,[' test'],113.21839141845703,0.0004145762650296092,4.723540782928467,0.00016746847541071475,0,0.037811994552612305,False,3
52,-0.5263261795043945,blocks.0.hook_resid_pre,[' nothing'],61.8701286315918,0.0004136732895858586,4.749235153198242,0.0001007603932521306,0,0.05606651306152344,False,3
53,0.3153533935546875,blocks.0.hook_resid_pre,[' hatch'],132.42681884765625,0.0004216172674205154,4.721648693084717,0.00024236370518337935,0,0.2068333625793457,False,3
54,-0.07094955444335938,blocks.0.hook_resid_pre,[' refugee'],56.4455451965332,0.0004006118979305029,4.756035327911377,8.30357676022686e-05,0,0.08433103561401367,True,0
55,0.38381385803222656,blocks.0.hook_resid_pre,[' g'],93.31521606445312,0.00040953134885057807,4.726264476776123,0.0001375277788611129,0,0.01302480697631836,False,3
56,-0.44550037384033203,blocks.0.hook_resid_pre,[' too'],49.28205108642578,0.0004229244077578187,4.797873497009277,0.0001729647337924689,0,0.541414737701416,False,3
57,-0.2644233703613281,blocks.0.hook_resid_pre,[' ch'],60.76388931274414,0.0004128770960960537,4.771766662597656,0.00021833929349668324,0,0.20612096786499023,False,3
58,-0.20708274841308594,blocks.0.hook_resid_pre,[' d'],89.09474182128906,0.0004040015337523073,4.711974143981934,0.0001541582605568692,0,0.33175015449523926,False,3
59,0.02111053466796875,blocks.0.hook_resid_pre,[' le'],63.05376434326172,0.0004143883415963501,4.73145866394043,0.00011758949403883889,0,0.07364511489868164,True,0
60,-0.24765872955322266,blocks.0.hook_resid_pre,[' be'],82.95121765136719,0.000420897442381829,4.803407192230225,0.0001810476533137262,0,0.32228565216064453,False,3
61,-0.004273414611816406,blocks.0.hook_resid_pre,[' cass'],72.8358154296875,0.000437231850810349,4.800120830535889,0.00013802884495817125,0,-0.003284931182861328,False,3
62,1.4027862548828125,blocks.0.hook_resid_pre,[' che'],60.230770111083984,0.0004007727839052677,4.737026691436768,0.00011778873886214569,0,0.2826251983642578,False,3
63,0.3287506103515625,blocks.0.hook_resid_pre,[' wagon'],143.38356018066406,0.00043049119994975626,4.739144325256348,0.0002532480575609952,0,0.19260811805725098,True,0
64,0.33571529388427734,blocks.0.hook_resid_pre,[' bananas'],84.95774841308594,0.00042398375808261335,4.7411956787109375,0.0001549217413412407,0,0.7049136161804199,True,2
65,-0.33275413513183594,blocks.0.hook_resid_pre,[' cooper'],75.89473724365234,0.000439933268353343,4.82297420501709,0.0001392790290992707,0,0.009799957275390625,False,3
66,-0.10290145874023438,blocks.0.hook_resid_pre,[' scratches'],109.95587921142578,0.0004325942136347294,4.762114524841309,0.00010956708865705878,0,0.022608280181884766,False,3
67,0.02231597900390625,blocks.0.hook_resid_pre,[' sing'],63.15873336791992,0.0004335703852120787,4.793997764587402,0.00012196444004075602,0,0.15317869186401367,False,3
68,1.5620174407958984,blocks.0.hook_resid_pre,[' camera'],82.78378295898438,0.0004225258016958833,4.743844509124756,0.0002067798632197082,0,0.07332849502563477,False,3
69,-0.029012680053710938,blocks.0.hook_resid_pre,[' invasion'],149.89010620117188,0.00042166284401901066,4.7415361404418945,0.00017192952509503812,0,-0.03689312934875488,True,0
70,0.9450168609619141,blocks.0.hook_resid_pre,[' n'],86.31394958496094,0.0004092817835044116,4.743212699890137,0.00014371694123838097,0,0.23350763320922852,False,3
71,-0.4083271026611328,blocks.0.hook_resid_pre,[' tube'],92.505615234375,0.00041096704080700874,4.749401569366455,0.00016837548173498362,0,0.16605806350708008,True,0
72,-0.2651548385620117,blocks.0.hook_resid_pre,[' lean'],82.35294342041016,0.0004162031109444797,4.729727745056152,0.0001267766347154975,0,0.09502935409545898,False,3
73,-0.08312797546386719,blocks.0.hook_resid_pre,[' lonely'],69.2337646484375,0.00042669425602070987,4.766025543212891,0.00014147213369142264,0,0.06715059280395508,False,3
74,0.1568307876586914,blocks.0.hook_resid_pre,[' cam'],104.54545593261719,0.0004241077695041895,4.757803440093994,0.0001949006546055898,0,0.10617923736572266,False,3
75,0.44213294982910156,blocks.0.hook_resid_pre,[' sled'],107.31884002685547,0.00043466599890962243,4.786903381347656,0.00029726713546551764,0,0.4037637710571289,True,0
76,0.41504669189453125,blocks.0.hook_resid_pre,[' d'],48.1875,0.00041973291081376374,4.776311874389648,0.0002043305430561304,0,0.08182954788208008,False,3
77,-0.05352783203125,blocks.0.hook_resid_pre,[' towel'],84.73626708984375,0.00041458455962128937,4.799224376678467,0.0001930015569087118,0,0.3961758613586426,True,0
78,0.46625804901123047,blocks.0.hook_resid_pre,[' bee'],87.60494232177734,0.00043222607928328216,4.788467884063721,0.0001371243124594912,0,0.08446168899536133,False,3
79,0.46465110778808594,blocks.0.hook_resid_pre,[' b'],78.87804412841797,0.00040075884317047894,4.751711845397949,9.180615597870201e-05,0,0.025247573852539062,False,3
80,0.06490325927734375,blocks.0.hook_resid_pre,[' chase'],68.31746673583984,0.00044008472468703985,4.793643951416016,0.00013005892105866224,0,0.1337604522705078,False,3
81,-0.0063419342041015625,blocks.0.hook_resid_pre,[' sh'],73.16278839111328,0.0004017521278001368,4.732458114624023,0.00011649024963844568,0,0.18157052993774414,False,3
82,0.22033405303955078,blocks.0.hook_resid_pre,[' hazard'],99.88311767578125,0.00042839368688873947,4.780611991882324,0.00020886704442091286,0,0.36601781845092773,False,3
83,-0.16774415969848633,blocks.0.hook_resid_pre,[' appropriate'],48.19736862182617,0.00039462806307710707,4.719516754150391,0.00011031173198716715,0,0.2754020690917969,False,3
