,delta_ln_prob,name,answers,l0,l1,l2_activation,mse,layer,delta_CE,correct,classification
0,-8.959439754486084,blocks.0.hook_resid_pre,[' dog'],504.864501953125,0.012283679097890854,8.77349853515625,1.1005136966705322,0,1.1590070724487305,False,3
1,-6.148663520812988,blocks.0.hook_resid_pre,[' way'],404.38916015625,0.01274480577558279,9.833746910095215,0.914652407169342,0,0.8592886924743652,False,3
2,-11.010783433914185,blocks.0.hook_resid_pre,[' exchange'],474.91644287109375,0.01399755198508501,9.814424514770508,1.133490800857544,0,0.97967529296875,False,1
3,-8.232432842254639,blocks.0.hook_resid_pre,[' window'],456.5687561035156,0.014196239411830902,9.931674003601074,1.1290957927703857,0,0.7623577117919922,False,1
4,-7.829397678375244,blocks.0.hook_resid_pre,[' eyes'],668.5646362304688,0.013686795718967915,8.302978515625,1.1747702360153198,0,1.4377732276916504,False,1
5,-3.8354969024658203,blocks.0.hook_resid_pre,[' garden'],475.2562561035156,0.012554802000522614,10.645556449890137,0.8396751880645752,0,1.0208029747009277,False,3
6,-8.693053126335144,blocks.0.hook_resid_pre,[' bride'],482.3072509765625,0.012864581309258938,10.703102111816406,0.9357157349586487,0,0.9034066200256348,False,3
7,-12.127391815185547,blocks.0.hook_resid_pre,[' pile'],330.7669677734375,0.011481977067887783,9.941798210144043,0.7970043420791626,0,0.6974678039550781,False,1
8,-8.210820198059082,blocks.0.hook_resid_pre,[' witch'],449.8043212890625,0.013391641899943352,10.53419303894043,1.02541184425354,0,0.6758508682250977,False,1
9,-6.986435890197754,blocks.0.hook_resid_pre,[' dress'],415.0071716308594,0.013574008829891682,10.919323921203613,0.7379236817359924,0,0.41108083724975586,False,3
10,-10.23427677154541,blocks.0.hook_resid_pre,[' anything'],378.1387023925781,0.011129151098430157,10.341965675354004,0.6415839791297913,0,0.9485878944396973,False,3
11,-2.0936617851257324,blocks.0.hook_resid_pre,[' Fel'],432.698974609375,0.01282236073166132,9.429769515991211,0.9429011940956116,0,1.2100696563720703,False,3
12,-8.920589208602905,blocks.0.hook_resid_pre,[' witch'],281.8505554199219,0.00932665541768074,9.842794418334961,0.549655556678772,0,0.6900372505187988,False,1
13,-4.252336502075195,blocks.0.hook_resid_pre,[' grave'],337.2398376464844,0.010944319888949394,10.432541847229004,0.6881292462348938,0,0.3215656280517578,False,3
14,-10.429139614105225,blocks.0.hook_resid_pre,[' house'],289.1363525390625,0.010027937591075897,10.220520973205566,0.548578143119812,0,1.1029243469238281,False,3
15,-7.061631202697754,blocks.0.hook_resid_pre,[' front'],412.8759460449219,0.008899176493287086,7.563835620880127,0.7729599475860596,0,1.2899560928344727,False,3
16,-4.977114677429199,blocks.0.hook_resid_pre,[' man'],315.1554870605469,0.01055592019110918,10.231768608093262,0.6521010994911194,0,0.6608438491821289,False,3
17,-5.460895538330078,blocks.0.hook_resid_pre,[' one'],367.6620178222656,0.011665509082376957,9.84836196899414,0.8236333131790161,0,1.3081583976745605,False,1
18,-10.747025966644287,blocks.0.hook_resid_pre,[' father'],419.8301086425781,0.013285690918564796,10.778740882873535,0.7772424221038818,0,0.7462863922119141,False,3
19,-11.195301055908203,blocks.0.hook_resid_pre,[' puppies'],387.2198486328125,0.011599930003285408,10.595361709594727,0.7225262522697449,0,0.8267922401428223,False,3
20,-3.365215301513672,blocks.0.hook_resid_pre,[' maiden'],449.1731262207031,0.01282972376793623,9.508462905883789,1.0066256523132324,0,-0.011269569396972656,False,3
21,-7.229857444763184,blocks.0.hook_resid_pre,[' nothing'],394.054443359375,0.01255387905985117,10.892134666442871,0.7276423573493958,0,0.6316142082214355,False,3
22,-4.985430955886841,blocks.0.hook_resid_pre,[' name'],487.3870849609375,0.013572320342063904,9.438424110412598,1.1965365409851074,0,0.9339118003845215,False,3
23,-8.40324330329895,blocks.0.hook_resid_pre,[' matter'],389.52325439453125,0.011619808152318,10.394715309143066,0.780367910861969,0,0.4825248718261719,False,1
24,-9.294342994689941,blocks.0.hook_resid_pre,[' scars'],393.6322937011719,0.010205196216702461,8.259673118591309,0.8889614939689636,0,1.1940231323242188,False,1
25,-9.13263201713562,blocks.0.hook_resid_pre,[' tort'],455.7005615234375,0.013382728211581707,10.197482109069824,1.073377251625061,0,0.8403720855712891,False,1
26,-1.9719789028167725,blocks.0.hook_resid_pre,[' curls'],414.31781005859375,0.012004735879600048,9.706629753112793,0.795103907585144,0,0.8412914276123047,False,3
27,-6.356215715408325,blocks.0.hook_resid_pre,[' Sir'],614.561279296875,0.015821943059563637,9.611285209655762,1.3408156633377075,0,1.180213451385498,False,3
